Topic;;Title;;Published;;Viewership;;Description;;Skills
Machine-Learning;;Data-Centric AI: Best Practices, Responsible AI, and More;;2024-01-25;;4108;;Learn how AI is shifting from a model-centric approach to a data-centric paradigm, where data serves as the bedrock of all AI endeavors.;;Responsible AI
Machine-Learning;;Data-Centric AI: Best Practices, Responsible AI, and More;;2024-01-25;;4108;;Learn how AI is shifting from a model-centric approach to a data-centric paradigm, where data serves as the bedrock of all AI endeavors.;;Machine Learning
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 1 Data Engineering;;2023-02-27;;4858;;Learn about data repositories, data ingestion, data warehousing solutions, and more to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Applied Machine Learning
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 1 Data Engineering;;2023-02-27;;4858;;Learn about data repositories, data ingestion, data warehousing solutions, and more to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Data Engineering
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 1 Data Engineering;;2023-02-27;;4858;;Learn about data repositories, data ingestion, data warehousing solutions, and more to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Amazon Web Services (AWS)
Machine-Learning;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;;2024-04-12;;1172;;Learn how to implement computer vision solutions in Azure AI and prepare for the Azure AI Engineer Associate (AI-102) exam.;;Microsoft Azure Machine Learning
Machine-Learning;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;;2024-04-12;;1172;;Learn how to implement computer vision solutions in Azure AI and prepare for the Azure AI Engineer Associate (AI-102) exam.;;Computer Vision
Machine-Learning;;Azure AI Engineer Associate (AI-102) Cert Prep: Implement Computer Vision Solutions;;2024-04-12;;1172;;Learn how to implement computer vision solutions in Azure AI and prepare for the Azure AI Engineer Associate (AI-102) exam.;;Artificial Intelligence (AI)
Machine-Learning;;AI Show: Scaling Your AI/ML Practices with MLOps and Azure Machine Learning;;2024-01-19;;0;;On this episode of the AI Show, learn how to utilize AzureML MLOps capabilities to streamline the process of moving ML experiments from training to inference.;;MLOps
Machine-Learning;;AI Show: Scaling Your AI/ML Practices with MLOps and Azure Machine Learning;;2024-01-19;;0;;On this episode of the AI Show, learn how to utilize AzureML MLOps capabilities to streamline the process of moving ML experiments from training to inference.;;Microsoft Azure Machine Learning
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;;2023-03-01;;2682;;Learn about modeling, the process of choosing and training the right machine-learning model, to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Machine Learning
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;;2023-03-01;;2682;;Learn about modeling, the process of choosing and training the right machine-learning model, to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Data Modeling
Machine-Learning;;AWS Certified Machine Learning - Specialty (MLS-C01) Cert Prep: 3 Modeling;;2023-03-01;;2682;;Learn about modeling, the process of choosing and training the right machine-learning model, to prepare for the AWS Certified Machine Learning – Specialty (MLS-C01) certification.;;Amazon Web Services (AWS)
Machine-Learning;;Machine Learning with Python: k-Means Clustering;;2022-05-23;;11346;;Learn the basics of k-means clustering, one of the most popular unsupervised machine learning approaches.;;k-means clustering
Machine-Learning;;Machine Learning with Python: k-Means Clustering;;2022-05-23;;11346;;Learn the basics of k-means clustering, one of the most popular unsupervised machine learning approaches.;;Machine Learning
Machine-Learning;;Machine Learning with Python: k-Means Clustering;;2022-05-23;;11346;;Learn the basics of k-means clustering, one of the most popular unsupervised machine learning approaches.;;Python (Programming Language)
Machine-Learning;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Natural Language Processing (NLP)
Machine-Learning;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Microsoft Azure Machine Learning
Machine-Learning;;AI Show: Building NLP models with Azure ML AutoML;;2023-03-15;;1176;;Learn how to build NLP models in Azure Machine Learning AutoML. Explore data analysis, multi-language learning, and review the language-to-model routing function.;;Microsoft Azure
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning;;2023-01-31;;1099;;Prepare for the fourth domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Responsible AI
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning;;2023-01-31;;1099;;Prepare for the fourth domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Microsoft Azure Machine Learning
Machine-Learning;;Microsoft Azure Data Scientist Associate (DP-100) Cert Prep: 4 Implement Responsible Machine Learning;;2023-01-31;;1099;;Prepare for the fourth domain of the Microsoft Azure Data Scientist Associate (DP-100) exam.;;Machine Learning
Machine-Learning;;Artificial Intelligence Foundations: Thinking Machines;;2017-11-02;;302131;;Learn the key concepts behind artificial intelligence (AI), including strong and weak AI, approaches such as machine learning, and practical uses for new AI-enhanced technologies.;;Machine Learning
Machine-Learning;;Artificial Intelligence Foundations: Thinking Machines;;2017-11-02;;302131;;Learn the key concepts behind artificial intelligence (AI), including strong and weak AI, approaches such as machine learning, and practical uses for new AI-enhanced technologies.;;Artificial Intelligence (AI)
Machine-Learning;;AI Show: Federated Learning with Azure Machine Learning;;2023-05-02;;0;;On this episode of the AI Show, explore federated learning with Azure Machine Learning.;;Microsoft Azure Machine Learning
Machine-Learning;;AI Show: Federated Learning with Azure Machine Learning;;2023-05-02;;0;;On this episode of the AI Show, explore federated learning with Azure Machine Learning.;;Artificial Intelligence (AI)
Machine-Learning;;AI Show: Federated Learning with Azure Machine Learning;;2023-05-02;;0;;On this episode of the AI Show, explore federated learning with Azure Machine Learning.;;Microsoft Azure
Machine-Learning;;Machine Learning in Mobile Applications (2019);;2019-03-21;;17183;;Learn how to apply the power of machine learning to mobile app development, using platforms such as IBM Watson, Microsoft Azure Cognitive Services, and Apple Core ML.;;Machine Learning
Machine-Learning;;Machine Learning in Mobile Applications (2019);;2019-03-21;;17183;;Learn how to apply the power of machine learning to mobile app development, using platforms such as IBM Watson, Microsoft Azure Cognitive Services, and Apple Core ML.;;Mobile Applications
Machine-Learning;;Self-Supervised Machine Learning;;2022-10-11;;4328;;Learn how self-supervised models can help take advantage of unlabelled data and use self-supervised models in transfer learning.;;Supervised Learning
Machine-Learning;;Self-Supervised Machine Learning;;2022-10-11;;4328;;Learn how self-supervised models can help take advantage of unlabelled data and use self-supervised models in transfer learning.;;Machine Learning
Machine-Learning;;Azure Machine Learning Development: Part 2;;2022-11-04;;5878;;Learn how to run machine learning models in the cloud with Azure machine learning.;;Microsoft Azure Machine Learning
Machine-Learning;;Build GANs and Diffusion Models with TensorFlow and PyTorch;;2022-09-15;;6441;;Explore the fundamentals of generative adversarial networks (GANs) and diffusion models, two of the most commonly used generative models in machine learning.;;Generative Adversarial Networks (GANs)
Machine-Learning;;Build GANs and Diffusion Models with TensorFlow and PyTorch;;2022-09-15;;6441;;Explore the fundamentals of generative adversarial networks (GANs) and diffusion models, two of the most commonly used generative models in machine learning.;;Machine Learning
Machine-Learning;;Build GANs and Diffusion Models with TensorFlow and PyTorch;;2022-09-15;;6441;;Explore the fundamentals of generative adversarial networks (GANs) and diffusion models, two of the most commonly used generative models in machine learning.;;Artificial Intelligence (AI)
Machine-Learning;;Machine Learning Foundations: Calculus;;2023-03-07;;18692;;Learn the basics of calculus concepts and techniques used to design and implement ML algorithms.;;Calculus
Machine-Learning;;Machine Learning Foundations: Calculus;;2023-03-07;;18692;;Learn the basics of calculus concepts and techniques used to design and implement ML algorithms.;;Machine Learning
Machine-Learning;;Microsoft Azure Machine Learning Fundamentals;;2023-04-20;;10740;;Learn the fundamentals of machine learning in this hands-on course, and discover popular tools in Azure Machine Learning.;;Microsoft Azure Machine Learning
Machine-Learning;;Microsoft Azure Machine Learning Fundamentals;;2023-04-20;;10740;;Learn the fundamentals of machine learning in this hands-on course, and discover popular tools in Azure Machine Learning.;;Microsoft Azure
