Timestamp,Please select your country:,What region do you work in?,What city do you work in?,Are you a chartered engineer?,What province do you work in?,What city do you work in?,Select your highest level of professional attainment?,What state do you live in?,What is your highest level of professional attainment?,What state do you work in?,What city do you work in?,Select your highest level of professional attainment?,What is the maximum contribution offered by your employer as a percentage of your salary for an ESOP?,What is the maximum contribution offered by your employer as a percentage of your salary for a 401k?,Select your highest level of education attainment,Company Name (Optional),Company Head Count,What is your job title?,Which best describes your participation in the Civil Engineering industry?,Which sub discipline do you work in?,Do you work in the Public or Private sector?,How many years of post-graduate experience do you have in Civil Engineering?,What is your current annual salary?,What is your current billing rate?,What is your utilization percentage?,If you received a sign-on bonus how much was it?,How much did you earn in discretionary bonuses?,If you are a compensated with commission how much was your commission?,Is health insurance available?,How many days of paid time off do you receive per  year? (Sick time + Vacation Time),How many days per week do/can you work from home?,How many hours per week do you work on average?,How are you compensated for overtime?,Are you actively looking to change jobs?,Does your employer offer any student loan reimbursement?,Do you have a company vehicle?,"What is your overall job satisfaction considering your pay, work-life balance, benefits, community standing, and all other factors?","What salary would it take for you to change employers for a similar role, assuming the benefits are the same?",If there is any additional relevant information about your job you feel someone who looks at your responses needs to know please provide it below.,Please select your gender,"How many hours of paternity leave does your company offer, if any?","How many hours of maternity leave does your company offer, if any?"
11/6/2023 20:00:29,United States of America,,,,,,,,,Missouri,Kansas City,PE,13,3.25,Masters Degree,,12000,Senior Structural Engineer,Full Time,Structural,Private,9.5,105000,N/A,95,,50000,0,Yes but I still pay a premium,20,1,45,Straight time (1.0x),No,No,No,8,175000,,Male,0,
11/6/2023 20:15:00,United States of America,,,,,,,,,Utah,Salt Lake City,EIT,0,3,Bachelors Degree,Raba Kistner,1000,Field Engineer,Full Time,Construction/Field,Private,0.5,75000,N/A,N/A,3000,0,0,Yes but I still pay a premium,15,0,45,Straight time up to 10 hours of overtime,No,Yes,Yes,10,95000,,Male,0,
11/6/2023 22:04:57,United States of America,,,,,,,,,Texas,Houston,PE,10,10,Bachelors Degree,,5000,Project Engineer,Full Time,Structural,Public,7,93000,N/A,N/A,,18000,0,Yes but I still pay a premium,23,5,40,Not compensated (Exempt),Yes,Yes,No,7,100000,,Female,,
11/6/2023 22:24:24,United States of America,,,,,,,,,Texas,San Antonio,PE,6,6,Bachelors Degree,,300,Engineer,Full Time,Water Resources,Public,10,110000,N/A,N/A,,0,0,Yes and fully covered,20,0,45,Not compensated (Exempt),Yes,No,No,5,130000,,Prefer not to say,120,
11/6/2023 22:41:16,United States of America,,,,,,,,,Ohio,Dayton,EIT,0,3,Bachelors Degree,,2000+,Engineer in Training II,Full Time,Structural,Private,2.5,75500,117,80,,500,0,Yes but I still pay a premium,30,5,45,Straight time (1.0x),No,Yes,No,7,110000,,Male,Not sure,
11/7/2023 3:37:27,United States of America,,,,,,,,,Nebraska,Omaha,EIT,0,6,Bachelors Degree,,350,Water & Wastewater Engineer,Full Time,Environmental,Private,2,77500,115,N/A,5000,5000,0,Yes but I still pay a premium,20,5,43,Not compensated (Exempt),No,No,No,7,95000,,Male,160,
11/7/2023 10:28:15,United States of America,,,,,,,,,Colorado,Denver,PE,0,2.2,Bachelors Degree,,325,Project Engineer,Full Time,Transportation,Private,6,91000,160,90,,6000,0,Yes and fully covered,20,2,44,Straight time (1.0x),Yes,No,No,7,115000,,Male,12 weeks through FMLA,
11/7/2023 13:54:35,United States of America,,,,,,,,,Tennessee,Memphis,EIT,55,18,Bachelors Degree,,7500,Civil Analyst,Full Time,Transportation,Public,2,70000,3.5,96,1500,20000,0,Yes and fully covered,15.33333,As many as I need to as long as I have a reason,45,Not compensated (Exempt),No,Yes,No,9,120000,,Male,80,
11/7/2023 18:02:33,United States of America,,,,,,,,,Hawaii,Honolulu,PE,5,6,Bachelors Degree,,50000,CE II,Full Time,Water Resources,Private,5,83000,N/A,95,1500,3000,0,Yes but I still pay a premium,Max 5 weeks as FTO,3,40,Straight time (1.0x),No,Yes,No,7,90000,,Male,160,
11/8/2023 0:11:17,United States of America,,,,,,,,,Missouri,St. Louis,PE,8,4,Masters Degree,,"17,000",Principal Engineer,Full Time,Transportation,Private,17,160000,120,95,,0,0,Yes but I still pay a premium,28,3,50,Straight time (1.0x),No,No,No,7,175000,,Female,,240
11/8/2023 9:36:15,United States of America,,,,,,,,,Georgia,Duluth,PE,0,3,Bachelors Degree,,60,Transportation Engineer,Full Time,Transportation,Private,7,94000,N/A,N/A,,0,0,Yes but I still pay a premium,20,2,40,Straight time (1.0x),No,No,No,7,110000,,Male,0,
11/8/2023 10:13:46,United States of America,,,,,,,,,New York,Albany,PE,10,0,Masters Degree,,450,Senior Engineer,Full Time,Geotechnical,Private,12,115000,210,62,,5000,0,Yes but I still pay a premium,20,2,44,Not compensated (Exempt),No,No,No,8,140000,,Male,160,
11/8/2023 12:03:54,United States of America,,,,,,,,,Illinois,Chicago,PE,0,1.5,Bachelors Degree,Menard,4,Regional sales engineer ,Full Time,Geotechnical,Private,8,113000,N/A,N/A,,10000,0,Yes but I still pay a premium,25,4,45,Not compensated (Exempt),No,No,No,9,130000,,Male,IDK,
11/8/2023 17:55:16,United States of America,,,,,,,,,California,San Diego,EIT,0,4.5,Bachelors Degree,,"10,000+",Civil Engineer (Aviation),Full Time,Aviation/Airports,Private,5,135000,Unknown,89,,0,0,Yes but I still pay a premium,"""Unlimited""",Fully Remote,50,Straight time (1.0x),No,No,No,9,150000,I've passed my PE (8hr National Exam) but still have the CA tests to take. ,Male,Unknown,
11/8/2023 19:25:36,United States of America,,,,,,,,,Florida,Tampa,PE,0,3,Bachelors Degree,,50,Roadway Engineer,Full Time,Transportation,Private,6,97000,N/A,N/A,5000,1000,0,Yes and fully covered,20,3,40,Straight time (1.0x),No,No,No,8,115000,,Male,400,
11/8/2023 20:32:45,United States of America,,,,,,,,,Connecticut,Hartford,EIT,3,3,Bachelors Degree,,900,Project Engineer,Full Time,Water Resources,Private,6,86000,150,85,,3300,0,Yes but I still pay a premium,15,3,40,Straight time (1.0x),No,Yes,No,7,110000,,Male,0,
11/8/2023 20:56:12,United States of America,,,,,,,,,Michigan,ann arbor,EIT,0,7,Bachelors Degree,,10000+,Structural EIT,Full Time,Structural,Private,3,80000,N/A,N/A,0,0,0,Yes but I still pay a premium,21,5,60,Not compensated (Exempt),No,Yes,No,1,80000,,Male,0,
11/8/2023 22:38:38,United States of America,,,,,,,,,Texas,Houston,PE,0,4,Bachelors Degree,,600,Project Engineer,Full Time,Transportation,Private,6,95000,N/A,N/A,,2000,0,Yes but I still pay a premium,20,0,40,Straight time (1.0x),No,Yes,No,6,125000,,Male,0,
11/9/2023 11:34:21,United Kingdom,South East,Welwyn garden city ,No,,,,,,,,,,,Bachelors Degree,,80,Graduate civil engineer ,Full Time,Environmental,Private,0.5,28500,N/A,N/A,,0,0,Yes but I still pay a premium,40,0,38.5,Not compensated (Exempt),Yes,No,No,3,32000,,Male,100,
11/9/2023 14:29:32,United States of America,,,,,,,,,Tennessee,Nashville,EIT,0,0.2,Bachelors Degree,,500,Civil Engineer 2,Full Time,Land Development,Private,2,72000,100,N/A,3000,0,0,Yes but I still pay a premium,20,5/week,40,Not compensated (Exempt),No,No,No,8,82000,,Male,1 week,
11/10/2023 13:55:57,United States of America,,,,,,,,,California,Monrovia ,EIT,0,10,Masters Degree,,5,Structural engineer ,Full Time,Structural,Private,8,97200,N/A,N/A,,3000,0,No,13,0,45,Not compensated (Exempt),Yes,No,No,3,"150,000",,Male,0,
11/10/2023 14:24:45,United States of America,,,,,,,,,Illinois,Chicago,EIT,13,6.5,Bachelors Degree,,6000,Staff Civil Engineer,Full Time,Power/Electrical,Public,4,110000,47/hr,N/A,,28000,0,Yes and fully covered,17,2-3,40-45,Straight time (1.0x),No,No,No,8,130000,,Male,0,
11/10/2023 17:49:51,United States of America,,,,,,,,,New Jersey,Central NJ,PE,2,8,Bachelors Degree,,300,Project Manager ,Full Time,Government/Municipal,Private,10,100000,140,100,,6000,0,Yes but I still pay a premium,18,1,45,Straight time (1.0x),No,No,No,7,125000,,Female,,
11/11/2023 7:02:12,United States of America,,,,,,,,,Florida,Orlando,EIT,4,0.25,Bachelors Degree,,1800,Graduate Engineer I,Full Time,Water Resources,Private,3,70000,N/A,N/A,1000,3000,0,Yes but I still pay a premium,15,0,40,Straight time (1.0x),No,No,No,7,75000,,Male,80,
11/11/2023 18:29:34,United States of America,,,,,,,,,California,San Francisco / Oakland,EIT,10,3,Bachelors Degree,,10000+,Structural Engineer,Full Time,Structural,Private,2,85000,N/A,100%,1500,0,0,Yes but I still pay a premium,technically unlimited,3,45,Straight time (1.0x),Yes,No,No,8,140000,,Male,technically unlimited,
11/12/2023 9:06:11,United States of America,,,,,,,,,Illinois,Lisle (Chicago Suburb),EIT,0,4,Bachelors Degree,,~120,Structural Engineer 1,Full Time,Structural,Private,1,72500,N/A,N/A,3000,700,0,Yes but I still pay a premium,12,2,40,Straight time (1.0x),No,No,No,7,80000,"Oil and gas structural consulting, lots of inspection work mixed in, very chill environment and no pressure with deadlines, fairly boring",Male,None,
11/12/2023 17:39:52,United States of America,,,,,,,,,Indiana,Lafayette,PE,3.5,5,Bachelors Degree,,195,Site Engineer,Full Time,Land Development,Public,13,86632,150,85,0,12000,0,Yes but I still pay a premium,16,2,45,Straight time (1.0x),Yes,No,No,7,100000,,Male,0,
11/12/2023 18:43:32,Canada,,,,Ontario,toronto,PE,,,,,,,,Masters Degree,,5000,civil engineer,Full Time,Land Development,Private,6,90600,45,85,,6000,0,Yes and fully covered,22,3,37.5,Straight time (1.0x),No,No,No,7,105000,,Male,240,
11/12/2023 19:28:07,United States of America,,,,,,,,,New York,new york,PE,0,4,Masters Degree,,350,Civil Engineer,Full Time,Construction/Field,Private,7,110000,N/A,N/A,2000,0,0,Yes but I still pay a premium,15,0,40,Time and a half (1.5x),No,No,No,3,130000,,Male,0,
11/12/2023 19:34:46,United States of America,,,,,,,,,Massachusetts,Dedham,PE,0,3,Bachelors Degree,,18,Project Manager,Full Time,Land Development,Private,13,115000,175,75,,8000,0,Yes but I still pay a premium,22,3,40,Straight time (1.0x),Yes,No,No,7,140000,,Male,0,
11/12/2023 20:33:53,United States of America,,,,,,,,,Kansas,Kansas city,EIT,10,3,Bachelors Degree,,"7,000",Civil engineer,Full Time,Land Development,Private,4,91000,N/A,91,0,0,0,Yes but I still pay a premium,20,1,45,Straight time (1.0x),No,No,No,7,110000,,Male,120,
11/13/2023 8:59:28,United States of America,,,,,,,,,Colorado,Denver,EIT,0,3,Masters Degree,,10000+,Structural Engineer II,Full Time,Bridges,Private,2,85000,N/A,N/A,,0,0,Yes but I still pay a premium,Unlimited,3-5,40,Straight time (1.0x),No,No,No,6,90000,,Male,4 weeks,
11/13/2023 12:05:05,United States of America,,,,,,,,,Illinois,Chicago,PE,11,3.25,Bachelors Degree,,10000,Project Manager,Full Time,Transportation,Public,10,111000,N/A,100,5000,54000,0,Yes but I still pay a premium,25,1,40,Straight time (1.0x),No,No,No,7,180000,,Male,40,
11/13/2023 14:51:39,United States of America,,,,,,,,,South Carolina,Columbia,PE,0,0,Masters Degree,,75,Hydraulic Engineer,Full Time,Water Resources,Private,8,99900,N/A,N/A,0,0,0,Yes and fully covered,21,0,40,Not compensated (Exempt),No,No,No,7,110000,,Male,0,
11/13/2023 22:20:37,United States of America,,,,,,,,,Texas,Houston ,PE,8,2,Bachelors Degree,,15000,Senior Civil Engineer,Full Time,Government/Municipal,Private,8,130000,N/A,N/A,0,0,0,Yes but I still pay a premium,15,2,40,Straight time (1.0x),No,Yes,No,9,150000,,Male,80,
11/14/2023 8:42:59,United States of America,,,,,,,,,Texas,Houston,EIT,0,18,Bachelors Degree,Kimley-Horn,8300,Civil Analyst,Full Time,Aviation,Public,1.5,76500,N/A,97,10000,10000,0,Yes and fully covered,20,As Needed,45,Not compensated (Exempt),No,No,No,7,95000,,Male,80,
11/14/2023 11:21:27,United States of America,,,,,,,,,California,Palm Desert,None,0,10,Bachelors Degree,,20000,Project Engineer,Full Time,Construction/Field,Private,2,100200,N/A,N/A,,3000,0,Yes but I still pay a premium,20,0,55,Not compensated (Exempt),No,No,No,8,125000,,Male,160,
11/14/2023 13:09:55,United States of America,,,,,,,,,Utah,Millcreek,EIT,0,10,Bachelors Degree,,150,Staff Engineer,Full Time,Land Development,Public,6,82000,N/A,N/A,,0,0,Yes and fully covered,20,24,40,Time and a half (1.5x),No,No,No,9,100000,,Male,0,
11/14/2023 19:15:10,Canada,,,,Manitoba,Winnipeg,PE,,,,,,,,Bachelors Degree,,60000,Senior Environmental Scientist,Full Time,Environmental,Private,10,89000,175,80,,0,0,Yes but I still pay a premium,20,4,40,Time and a half (1.5x),No,No,No,8,105000,,Male,2000,
11/14/2023 20:58:43,United States of America,,,,,,,,,New York,Albany,EIT,0,3,Masters Degree,,36000,Water Engineer 2,Full Time,Water Resources,Public,4,82000,N/A,N/A,2000,1000,0,Yes but I still pay a premium,21,5,5,Straight time (1.0x),Yes,Yes,No,8,95000,,Female,,
11/14/2023 21:17:39,United States of America,,,,,,,,,New York,New York City,PE,0,3,Bachelors Degree,,170,Vice President-Civil Engineering Director ,Full Time,Transportation,Private,37,210000,300,70,10000,5000,0,Yes but I still pay a premium,25,2,60,Not compensated (Exempt),Yes,No,No,3,225000,,Male,160,
11/14/2023 21:54:56,United States of America,,,,,,,,,Virginia,Richmond,PE,0,0,Masters Degree,,75,Director,Full Time,Transportation,Private,12,160000,270,60,,0,0,Yes but I still pay a premium,15,0,40,Not compensated (Exempt),Yes,No,Yes,5,200000,,Male,0,
11/15/2023 13:21:35,United States of America,,,,,,,,,Maryland,Baltimore,PE,0,3,Masters Degree,Gannett Fleming,2500,Bridge Project Engineer,Full Time,Bridges,Private,5,106000,N/A,N/A,,0,0,Yes and fully covered,20,2,40,Straight time (1.0x),No,Yes,No,8,120000,,Male,120,
11/15/2023 15:46:27,United States of America,,,,,,,,,Florida,Tampa Bay Area,PE,2,20,Masters Degree,Kimley-Horn,4000,Project Manager (No Titles Technically),Full Time,Water Resources,Public,14,126531,$240/Hr,83,0,165000,0,Yes but I still pay a premium,40-50 Days,1 day per week,45-50,Not compensated (Exempt),No,Yes,No,9,"300,000 at least with salary and bonuses included",,Male,2 weeks,
11/15/2023 16:46:20,United States of America,,,,,,,,,Minnesota,St Paul,PE,0,3,Masters Degree,,250,Structural Engineer II,Full Time,Structural,Private,4,73000,180,N/A,,1500,0,Yes but I still pay a premium,15,2.5,40,Not compensated (Exempt),No,No,No,7,90000,,Male,0,
11/16/2023 0:37:39,Canada,,,,Alberta,Red Deer,EIT,,,,,,,,Bachelors Degree,,20,Bridge Engineer ,Full Time,Bridges,Public,2,87360,150,92,,6000,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,No,No,9,"$115,000",,Male,0,
11/16/2023 9:19:21,Israel,,,,,,,,,,,,,,Bachelors Degree,,60,Support Tunnel Engineer,Full Time,Geotechnical,Public,2,40000,N/A,N/A,,500,100,Yes but I still pay a premium,33,0,40,Straight time (1.0x),No,No,No,7,50000,,Female,,6 month
11/16/2023 18:35:20,United States of America,,,,,,,,,South Dakota,Pierre,EIT,0,6,Bachelors Degree,SDDOT,1000,Engineer 1,Full Time,Transportation,Public,2,65000,N/A,N/A,2500,0,0,Yes and fully covered,25,Unlimited,40,Time and a half (1.5x),No,Yes,No,8,72000,,Male,N/A,
11/17/2023 11:19:49,United States of America,,,,,,,,,Nebraska,Omaha,EIT,0,5,Bachelors Degree,USACE,"37,000",Structural Engineer,Full Time,Government/Municipal,Public,5,100000,N/A,N/A,,1300,0,Yes but I still pay a premium,32.5,3,40,Time and a half (1.5x),No,Yes,No,8,150000,I also get a pension. ,Male,480,
11/17/2023 12:47:36,United States of America,,,,,,,,,Florida,Jacksonville ,None,10,8,High School Diploma,,9500,Design Associate ,Full Time,Land Development,Private,28,150000,275,88,,60000,0,Yes but I still pay a premium,24,1,45,Not compensated (Exempt),No,No,No,8,175000,,Male,160,
11/17/2023 17:30:21,United States of America,,,,,,,,,California,Orange,EIT,0,18,Bachelors Degree,,7000,Civil Analyst,Full Time,Transportation,Private,1,85000,N/A,99,4000,4000,0,Yes and fully covered,20,0,45,Not compensated (Exempt),No,No,No,7,100k,,Male,N/A,
11/17/2023 18:03:48,United Kingdom,Scotland,Glasgow ,No,,,,,,,,,,,Bachelors Degree,,11000,Assistant Civil Engineer ,Full Time,Power/Electrical,Public,2,40000,N/A,N/A,,700,0,Yes but I still pay a premium,210,5,37,Not compensated (Exempt),No,No,Yes,8,47000,,Male,150,
11/17/2023 19:44:57,United States of America,,,,,,,,,New Jersey,Parsippany ,EIT,0,4,Bachelors Degree,,2500,Staff Engineer,Full Time,Water Resources,Private,2,81500,N/A,95,,0,0,Yes but I still pay a premium,15,2,42,Straight time (1.0x),No,No,No,8,92000,,Male,0,
11/17/2023 22:23:53,United States of America,,,,,,,,,Arizona,Phoenix,EIT,0,6,Bachelors Degree,,700,Transportation EIT,Full Time,Transportation,Private,0,70000,N/A,90,2000,0,0,Yes but I still pay a premium,12,2,42,Straight time (1.0x),Yes,Yes,No,6,80000,,Male,480,
11/18/2023 8:18:18,United States of America,,,,,,,,,New Hampshire,Portsmouth,EIT,2,3,Bachelors Degree,,450,Staff Engineer,Full Time,Land Development,Private,4.5,75000,125,85,,5000,0,Yes but I still pay a premium,20,2,45,Straight time (1.0x),No,Yes,No,7,95000,,Male,1 week,
11/19/2023 16:18:25,United Kingdom,London,London,No,,,,,,,,,,,Masters Degree,AECOM,52000,Graduate Geotechnical Engineer,Full Time,Geotechnical,Private,0,32500,N/A,N/A,,0,0,Additional private healthcare is an option,25 annual leave + 2 weeks full pay sickness,2,45,Depends on project,No,No,No,5,35000,,Male,Unsure,
11/19/2023 17:17:35,United States of America,,,,,,,,,New Jersey,Edison,EIT,0,4,Bachelors Degree,,100,Geotech iii,Full Time,Geotechnical,Private,3.5,80000,N/A,75,0,1000,0,Yes and fully covered,10 minimum + taken as needed,1-4,38,Not compensated (Exempt),No,Yes,Yes,7,90000,,Male,4 - 5 weeks/varies,
11/19/2023 19:17:04,United States of America,,,,,,,,,Rhode Island,newport,None,0,6,Masters Degree,,100,facilities engineer,Full Time,facilities,Public,8,110000,N/A,N/A,0,0,0,Yes but I still pay a premium,20,0,50,Not compensated (Exempt),Yes,No,No,7,130000,,Male,80,
11/19/2023 20:57:18,United States of America,,,,,,,,,New York,New York,PE,0,4,Masters Degree,,70,Project engineer,Full Time,Transportation,Private,8,115000,N/A,100,0,2000,0,Yes but I still pay a premium,15,2,50,Straight time (1.0x),No,No,No,8,150000,,Male,0,
11/21/2023 1:03:45,United States of America,,,,,,,,,New Mexico,Santa Fe,EIT,0,1.5,Doctorate Degree,,50000,Structural Engineer II,Full Time,Bridges,Private,4,76500,N/A,N/A,,0,0,Yes but I still pay a premium,15,2,40,Not compensated (Exempt),Yes,Yes,No,3,95000,,Male,120,
11/21/2023 3:48:32,,,,,,,,,,,,,,,Saudi Arabia ,Aecom,Riyadh ,Surveyor ,Full Time,Construction/Field,Public,17,4000,N/A,N/A,,10000,10,Yes and fully covered,30,6,8,Time and a half (1.5x),Yes,No,Yes,7,6000,,Male,7,
11/21/2023 21:58:56,United States of America,,,,,,,,,Texas,College Station,PE,0,4,Masters Degree,Campos EPC,600,Director,Full Time,Power/Electrical,Public,5,207000,215,75,0,25000,0,Yes but I still pay a premium,19,2,50,Straight time (1.0x),No,No,No,8,275000,"I am percent pay, I am paid 68% of every billable hour I work at the bill rate for that time. I am also a minority owner which was offered after 1.5 years with the company",Male,80,
11/22/2023 0:03:02,United States of America,,,,,,,,,Oregon,Portland,None,0,0,High School Diploma,Tetra Tech,20k+,Engineering Intern,Full Time,Government/Municipal,Private,0,46000,N/A,N/A,0,0,0,No,20,4,40,Not compensated (Exempt),No,No,No,6,50000,,Male,0,
11/22/2023 3:50:23,United States of America,,,,,,,,,California,Palo Alto,EIT,0,4,Bachelors Degree,,200,Consultant,Full Time,Construction/Field,Private,7,105000,200,92,0,0,0,Yes and fully covered,20,5,42,Not compensated (Exempt),No,No,No,9,120000,I work a hybrid field and office position doing construction litigation support. Expert witness testing etc. ,Male,120,
11/22/2023 6:53:48,United States of America,,,,,,,,,Massachusetts,Boston,EIT,0,3,Bachelors Degree,,300,Staff Engineer I,Full Time,Transportation,Private,3,75000,N/A,N/A,,0,0,Yes and fully covered,19,5,40,Straight time (1.0x),No,Yes,No,8,"85,000",,Male,0,
11/22/2023 9:28:05,United States of America,,,,,,,,,Missouri,St. Louis,EIT,0,4,Bachelors Degree,,5000,Project Management Tech,Full Time,Government/Municipal,Public,3,61000,N/A,N/A,,0,0,Yes but I still pay a premium,20,0,40,Comp time,No,Yes,Yes,10,85000,,Male,480,
11/22/2023 12:36:01,United States of America,,,,,,,,,New York,Lynbrook,PE,0,7,Masters Degree,,50,Senior Project Engineer,Full Time,Structural,Private,5,97500,170,29.4,,20000,0,Yes and fully covered,15,0,45,Time and a half (1.5x),Yes,No,No,6,120000,,Male,0,
11/22/2023 13:02:42,United States of America,,,,,,,,,Ohio,Cincinnati ,PE,0,4,Bachelors Degree,,41000,Project Environmental Engineer ,Full Time,Environmental,Private,6,92000,N/A,95,,8000,0,Yes but I still pay a premium,20,5,45,Straight time (1.0x),No,Yes,No,9,120000,,Male,80,
11/22/2023 19:12:12,United States of America,,,,,,,,,Missouri,Joplin,PE,3,0,Bachelors Degree,,90,Project Engineer,Full Time,Land Development,Private,5.5,82000,112,N/A,,3000,0,Yes but I still pay a premium,21,0,40,Not compensated (Exempt),Yes,No,No,4,90000,,Male,0,
11/22/2023 20:31:47,United States of America,,,,,,,,,Missouri,St. Charles,PE,0,3,Masters Degree,,1200,Project Engineer,Full Time,Water Resources,Private,5,101000,185,80,2500,4500,0,Yes but I still pay a premium,20,5,40,Straight time (1.0x),No,No,No,9,130000,,Male,80,
11/23/2023 15:48:45,Pakistan,,,,,,,,,,,,,,Bachelors Degree,,500,Design Engineer ,Full Time,Transportation,Private,6,5357,N/A,N/A,000,0000,0000,No,10,000,52,Not compensated (Exempt),Yes,No,No,10,10000,,Male,none,
11/23/2023 18:26:24,Canada,,,,Quebec,Montreal,None,,,,,,,,Bachelors Degree,EBC,1600,Field engineer,Full Time,Bridges,Private,2,84000,N/A,N/A,,0,0,Yes and fully covered,32,0,45,Not compensated (Exempt),No,No,No,9,100000,40-50% of the job is outside ,Male,Idk,
11/23/2023 19:46:49,United States of America,,,,,,,,,Tennessee,Nashville,EIT,0,4,Bachelors Degree,,20,Project Engineer,Full Time,Construction/Field,Private,3,61000,N/A,N/A,1000,1500,0,No,15,0,45,Straight time (1.0x),Yes,No,No,6,75000,,Male,0,
